id_detalle_venta,cantidad,precio_unitario,subtotal,VENTA_id_venta,PRODUCTO_id_producto
1695,5,116.01,580.05,690,31
1696,3,148.49,445.47,690,49
1697,1,159.31,159.31,691,37
1698,3,71.46,214.38,692,105
1699,6,62.11,372.66,692,19
1700,5,228.65,1143.25,693,69
1701,5,197.12,985.6,693,70
1702,4,116.84,467.36,693,102
1703,5,25.64,128.2,694,97
1704,6,249.6,1497.6,694,80
1705,2,112.1,224.2,694,17
1706,1,4.39,4.39,694,43
1707,5,113.61,568.05,695,82
1708,4,86.72,346.88,695,7
1709,5,44.69,223.45,695,44
1710,4,233.01,932.04,695,12
1711,5,165.9,829.5,696,30
1712,4,163.35,653.4,697,37
1713,4,247.64,990.56,697,92
1714,6,26.78,160.68,697,14
1715,3,6.5,19.5,698,94
1716,3,196.34,589.02,698,99
1717,2,12.73,25.46,699,36
1718,6,66.6,399.6,699,96
1719,5,155.03,775.15,700,74
1720,1,241.86,241.86,700,58
1721,5,54.04,270.2,701,61
1722,2,263.35,526.7,701,88
1723,4,66.13,264.52,701,64
1724,5,255.63,1278.15,701,76
1725,6,236.58,1419.48,702,101
1726,3,249.74,749.22,703,16
1727,4,192.95,771.8,703,26
1728,6,235.45,1412.7,703,112
1729,3,112.29,336.87,703,81
1730,5,247.01,1235.05,704,92
1731,3,121.68,365.04,705,2
1732,6,34.93,209.58,706,85
1733,2,137.63,275.26,706,25
1734,3,129.48,388.44,706,109
1735,5,167.45,837.25,707,33
1736,3,246.36,739.08,707,101
1737,2,52.39,104.78,707,61
1738,6,74.57,447.42,707,35
1739,4,231.04,924.16,708,112
1740,3,99.54,298.62,709,48
1741,5,228.18,1140.9,709,104
1742,4,30.59,122.36,709,66
1743,4,255.01,1020.04,710,12
1744,6,105.95,635.7,710,6
1745,3,146.65,439.95,710,60
1746,3,85.2,255.6,711,7
1747,2,21.66,43.32,711,52
1748,5,191.9,959.5,711,26
1749,1,58.04,58.04,712,5
1750,3,239.1,717.3,713,108
1751,1,192.95,192.95,713,26
1752,5,242.93,1214.65,714,58
1753,6,94.9,569.4,714,57
1754,4,148.04,592.16,715,74
1755,2,77.23,154.46,715,54
1756,4,226.11,904.44,715,108
1757,6,67.22,403.32,715,105
1758,5,102.29,511.45,716,65
1759,6,250.11,1500.66,716,69
1760,6,251,1506,717,45
1761,2,13.51,27.02,717,21
1762,4,73.86,295.44,718,59
1763,3,236.58,709.74,719,101
1764,1,151.77,151.77,719,27
1765,4,6.81,27.24,720,94
1766,3,59.49,178.47,720,19
1767,3,213.68,641.04,721,99
1768,2,52.44,104.88,721,114
1769,4,137.41,549.64,722,77
1770,1,101.18,101.18,722,22
1771,6,137.28,823.68,722,38
1772,4,72.53,290.12,722,64
1773,2,22.81,45.62,723,20
1774,2,53.61,107.22,723,32
1775,3,21.14,63.42,724,18
1776,3,259.45,778.35,725,23
1777,3,3.97,11.91,725,43
1778,3,192.65,577.95,726,51
1779,3,111.43,334.29,726,65
1780,3,246.55,739.65,726,62
1781,5,52.82,264.1,726,110
1782,2,25.64,51.28,727,97
1783,1,219.01,219.01,727,95
1784,5,57.02,285.1,728,114
1785,2,177.39,354.78,728,98
1786,2,236.58,473.16,728,101
1787,5,101.75,508.75,729,65
1788,4,229.57,918.28,729,108
1789,2,20.67,41.34,730,86
1790,6,12.73,76.38,730,36
1791,5,78.39,391.95,730,54
1792,5,147.14,735.7,731,77
1793,5,77.64,388.2,731,35
1794,3,209.95,629.85,731,34
1795,2,235.45,470.9,732,112
1796,2,248.24,496.48,733,101
1797,1,233.48,233.48,733,112
1798,5,81.13,405.65,733,91
1799,2,12.93,25.86,733,36
1800,4,25.31,101.24,734,14
1801,1,135.8,135.8,735,8
1802,1,125.34,125.34,735,50
1803,5,76.46,382.3,735,54
1804,6,55.51,333.06,735,32
1805,5,199.03,995.15,736,73
1806,6,206.82,1240.92,736,29
1807,1,156.28,156.28,737,24
1808,3,57.2,171.6,737,32
1809,2,242.92,485.84,738,76
1810,1,66.6,66.6,739,96
1811,3,241.97,725.91,740,62
1812,6,195.3,1171.8,740,46
1813,4,158.91,635.64,740,24
1814,1,109.69,109.69,740,2
1815,1,6.5,6.5,741,94
1816,3,22.43,67.29,742,100
1817,4,226.72,906.88,742,56
1818,3,157.61,472.83,742,83
1819,1,222.12,222.12,743,101
1820,5,95.38,476.9,744,57
1821,1,52.41,52.41,744,110
1822,4,59.55,238.2,744,5
1823,6,150.14,900.84,745,37
1824,1,105.59,105.59,745,17
1825,1,162.93,162.93,746,37
1826,4,169.85,679.4,747,9
1827,5,57.66,288.3,747,32
1828,6,184.54,1107.24,747,78
1829,1,187.07,187.07,748,1
1830,2,117.5,235,748,31
1831,5,33.22,166.1,749,85
1832,4,52.04,208.16,750,110
1833,5,184.15,920.75,750,79
1834,1,52.26,52.26,750,61
1835,5,220.36,1101.8,750,104
1836,6,10.3,61.8,751,84
1837,6,12.41,74.46,752,36
1838,2,110.24,220.48,752,17
1839,1,20.34,20.34,753,18
1840,6,87.98,527.88,753,57
1841,4,217.13,868.52,754,73
1842,5,81.51,407.55,754,91
1843,3,28.84,86.52,754,66
1844,2,21.09,42.18,755,18
1845,4,43.28,173.12,755,44
1846,5,55.72,278.6,756,19
1847,3,133.1,399.3,757,109
1848,6,225.6,1353.6,757,56
1849,5,195.18,975.9,757,73
1850,1,10.44,10.44,757,84
1851,6,5.64,33.84,758,13
1852,6,64.04,384.24,758,90
1853,3,58.04,174.12,758,5
1854,5,223.96,1119.8,758,112
1855,2,180.36,360.72,759,26
1856,2,99.04,198.08,760,48
1857,4,12.93,51.72,760,41
1858,5,65.64,328.2,760,96
1859,4,10.45,41.8,760,84
1860,3,64.98,194.94,761,42
1861,1,151.22,151.22,761,27
1862,4,60.55,242.2,761,39
1863,4,76.75,307,761,68
1864,5,170.13,850.65,762,3
1865,4,175.61,702.44,762,10
1866,1,44.03,44.03,762,4
1867,4,12.93,51.72,763,36
1868,6,86.29,517.74,764,91
1869,1,89.63,89.63,765,7
1870,6,206.82,1240.92,765,29
1871,5,103.33,516.65,765,65
1872,5,162.2,811,765,98
1873,2,6.53,13.06,766,94
1874,1,73.4,73.4,766,35
1875,4,3.95,15.8,766,43
1876,2,119.25,238.5,767,17
1877,1,248.59,248.59,767,58
1878,1,251,251,767,45
1879,5,52.82,264.1,768,114
1880,1,178.01,178.01,768,111
1881,3,208.39,625.17,768,34
1882,5,226.86,1134.3,768,108
1883,6,3.97,23.82,769,43
1884,4,223.84,895.36,769,56
1885,5,96.12,480.6,769,103
1886,6,95.59,573.54,769,47
1887,1,21.31,21.31,770,52
1888,3,12.73,38.19,771,41
1889,1,235.21,235.21,771,28
1890,3,148.04,444.12,772,74
1891,5,39.06,195.3,772,15
1892,4,26.2,104.8,772,14
1893,1,84.16,84.16,772,7
1894,2,115.83,231.66,773,2
1895,5,167.09,835.45,774,33
1896,2,167.67,335.34,774,107
1897,2,106.26,212.52,775,48
1898,5,61.78,308.9,775,39
1899,4,268.43,1073.72,775,88
1900,5,93.83,469.15,775,47
1901,3,92.75,278.25,776,7
1902,2,41.41,82.82,777,11
1903,2,95.17,190.34,777,103
1904,1,78.5,78.5,777,35
1905,3,96.28,288.84,777,22
1906,2,206.05,412.1,778,73
1907,3,120.79,362.37,778,2
1908,1,59.61,59.61,778,90
1909,4,44.68,178.72,779,44
1910,1,131.4,131.4,779,109
1911,4,144.28,577.12,779,49
1912,5,126.6,633,780,93
1913,4,66.38,265.52,781,64
1914,5,245.74,1228.7,781,12
1915,1,223.86,223.86,781,101
1916,4,124.51,498.04,782,102
1917,6,95.89,575.34,782,47
1918,3,95.78,287.34,783,103
1919,6,186.32,1117.92,784,46
1920,2,21.98,43.96,784,100
1921,1,220.59,220.59,785,56
1922,3,114.8,344.4,786,31
1923,3,150.9,452.7,786,37
1924,3,224.16,672.48,786,108
1925,5,170.13,850.65,786,3
1926,2,98.98,197.96,787,48
1927,1,245.55,245.55,787,45
1928,3,76.76,230.28,787,68
1929,4,59.61,238.44,788,90
1930,3,22.33,66.99,788,67
1931,2,137.41,274.82,788,77
1932,1,171.39,171.39,788,98
1933,4,20.94,83.76,789,52
1934,2,61.66,123.32,790,19
1935,6,41.55,249.3,790,44
1936,2,194.3,388.6,790,79
1937,6,13.16,78.96,791,41
1938,4,265.75,1063,792,88
1939,3,57.04,171.12,792,114
1940,4,78.59,314.36,792,35
1941,2,235.54,471.08,792,76
1942,3,54.04,162.12,793,61
1943,1,179.77,179.77,794,26
1944,1,250.7,250.7,794,23
1945,4,95.26,381.04,794,103
1946,5,72.53,362.65,794,54
1947,5,5.08,25.4,795,13
1948,6,114.52,687.12,796,82
1949,4,188.86,755.44,796,78
1950,1,250.11,250.11,796,69
1951,2,140.38,280.76,796,8
1952,6,143.19,859.14,797,49
1953,5,140.91,704.55,797,38
1954,6,28.1,168.6,797,97
1955,4,203.96,815.84,797,29
1956,1,212.08,212.08,798,73
1957,6,24,144,798,100
1958,1,194.52,194.52,799,1
1959,1,204.56,204.56,799,46
1960,6,72.46,434.76,799,105
1961,2,170.24,340.48,800,10
1962,4,83.11,332.44,801,91
1963,4,154.64,618.56,801,49
1964,2,248.48,496.96,801,92
1965,2,160.84,321.68,801,33
1966,3,182.06,546.18,802,1
1967,6,69.35,416.1,802,105
1968,1,90.46,90.46,802,7
1969,6,6.84,41.04,802,94
1970,5,179.13,895.65,803,51
1971,2,113.61,227.22,803,82
1972,5,199.76,998.8,804,95
1973,1,185.06,185.06,804,78
1974,6,23.97,143.82,804,20
1975,4,51.57,206.28,805,32
1976,6,246.62,1479.72,806,23
1977,1,142.94,142.94,806,74
1978,4,239.97,959.88,806,101
1979,5,145.15,725.75,806,77
1980,5,234.59,1172.95,807,106
1981,5,59.04,295.2,808,90
1982,1,176.17,176.17,808,107
1983,2,200.31,400.62,809,70
1984,1,30.59,30.59,809,66
1985,1,170.23,170.23,809,3
1986,6,235.21,1411.26,809,28
1987,5,221.13,1105.65,810,99
1988,2,240.81,481.62,810,104
1989,2,78.49,156.98,811,91
1990,2,19.98,39.96,811,18
1991,5,60.77,303.85,811,90
1992,5,175.61,878.05,811,10
1993,2,250.41,500.82,812,62
1994,6,198.02,1188.12,813,70
1995,5,27.44,137.2,813,14
1996,6,23.37,140.22,813,20
1997,5,242.55,1212.75,813,58
1998,1,58.74,58.74,814,5
1999,2,141.13,282.26,815,25
2000,3,120.14,360.42,815,2
2001,3,114.8,344.4,815,31
2002,4,140.4,561.6,816,63
2003,4,116.01,464.04,817,31
2004,3,144.93,434.79,818,63
2005,1,171.22,171.22,818,107
2006,4,80.96,323.84,818,68
2007,1,122.85,122.85,819,2
2008,5,85.26,426.3,819,57
2009,5,247.82,1239.1,819,62
2010,6,134.54,807.24,820,109
2011,5,47.14,235.7,820,40
2012,1,3.97,3.97,821,43
2013,4,121.5,486,821,109
2014,5,64.72,323.6,821,90
2015,6,188.97,1133.82,821,10
2016,5,208.94,1044.7,822,55
2017,4,63.68,254.72,822,42
2018,4,170.44,681.76,822,87
2019,1,146.55,146.55,822,27
2020,5,125.34,626.7,823,50
2021,5,22.45,112.25,823,67
2022,2,200.23,400.46,823,29
2023,4,27.72,110.88,824,14
2024,3,99.68,299.04,824,65
2025,4,180.25,721,825,111
2026,6,23.9,143.4,826,100
2027,4,218,872,827,29
2028,1,153.31,153.31,827,83
2029,6,140.24,841.44,827,77
2030,3,143.4,430.2,827,49
2031,3,145.15,435.45,828,77
2032,4,117.21,468.84,828,82
2033,5,185.06,925.3,828,78
2034,1,73.86,73.86,829,59
2035,4,60.77,243.08,830,90
2036,2,118.38,236.76,830,81
2037,5,114.8,574,830,31
2038,2,22.51,45.02,830,52
2039,5,115.18,575.9,831,81
2040,3,90.46,271.38,832,7
2041,1,235.66,235.66,832,106
2042,4,27.73,110.92,832,97
2043,1,138.28,138.28,832,8
2044,4,119.37,477.48,833,17
2045,1,191.9,191.9,833,26
2046,6,22.44,134.64,833,100
2047,2,260.71,521.42,834,76
2048,1,231.23,231.23,834,92
2049,1,13.01,13.01,834,36
2050,4,181.22,724.88,834,89
2051,1,53.65,53.65,835,114
2052,5,242.94,1214.7,835,45
2053,5,114.03,570.15,835,2
2054,4,155.17,620.68,836,87
2055,4,94.24,376.96,836,47
2056,1,42.78,42.78,837,4
2057,4,123.56,494.24,837,102
2058,6,149.21,895.26,837,27
2059,3,24.88,74.64,838,20
2060,3,4.31,12.93,839,43
2061,5,107.98,539.9,839,6
2062,2,119.25,238.5,839,17
2063,2,59.47,118.94,840,90
2064,5,124.05,620.25,840,81
2065,5,129.03,645.15,840,102
2066,2,167.45,334.9,840,33
2067,4,178.01,712.04,841,111
2068,6,42.33,253.98,841,44
2069,3,60.17,180.51,841,90
2070,3,54.05,162.15,842,113
2071,4,181.02,724.08,842,75
2072,5,29.64,148.2,842,66
2073,3,268.43,805.29,842,88
2074,1,170.73,170.73,843,26
2075,1,44.68,44.68,844,44
2076,2,147.96,295.92,844,77
2077,1,21.98,21.98,844,100
2078,4,72.53,290.12,845,64
2079,1,44.6,44.6,845,11
2080,6,158.36,950.16,845,30
2081,1,66.38,66.38,846,64
2082,6,12.21,73.26,846,36
2083,2,231.22,462.44,846,108
2084,1,150.98,150.98,847,37
2085,3,151.33,453.99,847,24
2086,1,53.65,53.65,847,114
2087,3,147.8,443.4,847,83
2088,4,229.83,919.32,848,28
2089,6,67.6,405.6,848,42
2090,2,154.34,308.68,848,37
2091,1,147.8,147.8,849,83
2092,3,11.94,35.82,850,36
2093,6,38.51,231.06,851,15
2094,5,130.38,651.9,851,50
2095,1,148.51,148.51,851,74
2096,5,169.12,845.6,852,3
2097,3,178.48,535.44,852,10
2098,4,24.03,96.12,853,100
2099,5,130.87,654.35,853,50
2100,4,117.76,471.04,853,82
2101,5,163.35,816.75,853,37
2102,3,112.1,336.3,854,17
2103,6,6.34,38.04,854,94
2104,2,218.2,436.4,855,55
2105,1,186.82,186.82,855,26
2106,1,46.77,46.77,855,40
2107,3,140.38,421.14,856,8
2108,1,147.35,147.35,856,60
2109,4,246.14,984.56,857,23
2110,5,237.1,1185.5,857,88
2111,1,10.45,10.45,858,84
2112,5,99.04,495.2,859,48
2113,4,118.96,475.84,860,81
2114,5,125.34,626.7,861,50
2115,5,120.1,600.5,861,81
2116,4,248.36,993.44,861,101
2117,2,80.96,161.92,862,68
2118,4,32.97,131.88,863,85
2119,4,76.76,307.04,863,68
2120,5,221.23,1106.15,864,56
2121,1,39.62,39.62,864,15
2122,5,257.57,1287.85,865,88
2123,5,257.86,1289.3,866,71
2124,4,131.4,525.6,867,109
2125,2,171.39,342.78,867,9
2126,6,13.24,79.44,867,41
2127,6,52.91,317.46,868,61
2128,5,59.49,297.45,868,19
2129,2,80.99,161.98,868,91
2130,2,143.52,287.04,869,74
2131,2,227.82,455.64,869,92
2132,6,20.67,124.02,869,86
2133,2,106.26,212.52,870,48
2134,1,217.04,217.04,870,34
2135,4,244.53,978.12,871,76
2136,1,24,24,872,100
2137,3,160.46,481.38,873,27
2138,2,148.47,296.94,873,8
2139,4,193.42,773.68,874,34
2140,3,103.33,309.99,874,65
2141,5,96.6,483,875,103
2142,5,204,1020,875,95
2143,2,5.56,11.12,875,13
2144,2,191.61,383.22,875,1
2145,3,113.83,341.49,876,82
2146,4,111.59,446.36,877,81
2147,2,144.14,288.28,877,49
2148,2,235.66,471.32,877,106
2149,4,43.28,173.12,878,44
2150,4,22.43,89.72,878,100
2151,4,57.18,228.72,878,19
2152,3,253.48,760.44,879,23
2153,3,244.34,733.02,879,106
2154,3,71.46,214.38,879,105
2155,6,170.13,1020.78,879,3
2156,5,6.81,34.05,880,94
2157,4,130.87,523.48,880,50
2158,2,120.79,241.58,880,2
2159,4,117.76,471.04,880,82
2160,4,229.57,918.28,881,108
2161,6,193.53,1161.18,881,51
2162,5,194.02,970.1,882,73
2163,6,178.22,1069.32,883,51
2164,5,209.95,1049.75,883,34
2165,4,229.29,917.16,884,58
2166,2,79.86,159.72,884,68
2167,1,256.97,256.97,885,92
2168,4,237.95,951.8,886,69
2169,6,248.68,1492.08,886,76
2170,4,191.71,766.84,886,10
2171,2,186.32,372.64,887,46
2172,3,83.78,251.34,887,91
2173,2,57.51,115.02,887,5
2174,3,151.33,453.99,888,24
2175,2,10.45,20.9,888,84
2176,1,116.01,116.01,888,31
2177,2,251.37,502.74,888,69
2178,2,242.55,485.1,889,58
2179,4,184.15,736.6,889,79
2180,5,21.07,105.35,889,67
2181,2,160.84,321.68,890,33
2182,1,4.37,4.37,890,43
2183,4,110.69,442.76,890,6
2184,6,147.8,886.8,891,83
2185,5,24.27,121.35,891,20
2186,5,42.72,213.6,891,11
2187,1,38.37,38.37,892,15
2188,4,44.93,179.72,892,4
2189,5,78.49,392.45,893,91
2190,3,206.82,620.46,894,29
2191,6,103.33,619.98,894,65
2192,6,98.1,588.6,895,6
2193,3,194.52,583.56,895,1
2194,6,260.71,1564.26,896,76
2195,2,5.57,11.14,896,13
2196,6,13.9,83.4,896,21
2197,6,6.28,37.68,896,94
2198,4,154.71,618.84,897,27
2199,6,239.27,1435.62,897,12
2200,3,95.04,285.12,897,103
2201,4,241.98,967.92,897,45
2202,1,203.36,203.36,898,46
2203,6,100.24,601.44,899,6
2204,1,10.44,10.44,899,84
2205,1,180.94,180.94,899,75
2206,2,249.2,498.4,900,106
2207,4,230.33,921.32,901,58
2208,4,169.85,679.4,902,9
2209,2,240.16,480.32,902,58
2210,6,26.35,158.1,902,97
2211,1,117.06,117.06,902,31
2212,6,13.44,80.64,903,21
2213,6,5.53,33.18,903,13
2214,2,42.28,84.56,903,44
2215,3,246.13,738.39,904,92
2216,4,132.77,531.08,904,109
2217,3,170.63,511.89,905,87
2218,2,13.56,27.12,906,21
2219,4,59.04,236.16,906,90
2220,1,159.24,159.24,906,49
2221,1,26.96,26.96,906,53
2222,5,44.41,222.05,907,44
2223,6,83.11,498.66,907,91
2224,3,4.13,12.39,908,43
2225,2,96.66,193.32,908,22
2226,2,21.59,43.18,908,52
2227,2,25.17,50.34,908,20
2228,1,242.93,242.93,909,58
2229,6,179.66,1077.96,910,75
2230,6,208.72,1252.32,910,34
2231,2,77.64,155.28,911,35
2232,4,248.68,994.72,912,76
2233,6,137.63,825.78,912,25
2234,3,252.33,756.99,912,80
2235,2,250.7,501.4,912,23
2236,4,23.23,92.92,913,20
2237,4,211.56,846.24,914,95
2238,1,171.39,171.39,914,98
2239,3,12.19,36.57,914,36
2240,3,109.18,327.54,914,48
2241,6,27.72,166.32,915,14
2242,3,229.37,688.11,915,104
2243,3,235.22,705.66,915,108
2244,6,252.05,1512.3,916,71
2245,1,6.81,6.81,917,94
2246,2,137.28,274.56,917,38
2247,1,137.41,137.41,917,77
2248,3,59.49,178.47,917,19
2249,3,12.98,38.94,918,41
2250,4,170.39,681.56,919,89
2251,2,200.66,401.32,919,1
2252,1,127.19,127.19,919,38
2253,2,60.54,121.08,919,39
2254,5,78.49,392.45,920,91
2255,5,89.74,448.7,920,47
2256,5,245.86,1229.3,920,28
2257,4,175.61,702.44,920,10
2258,1,54.62,54.62,921,61
2259,6,239.1,1434.6,921,108
2260,4,173.54,694.16,921,98
2261,2,163.42,326.84,922,60
2262,1,60.61,60.61,922,42
2263,2,169.25,338.5,922,30
2264,6,116.38,698.28,923,17
2265,4,124.42,497.68,923,109
2266,3,256.47,769.41,923,12
2267,4,89.16,356.64,923,103
2268,4,13.9,55.6,924,21
2269,5,243.49,1217.45,924,23
2270,4,93.82,375.28,924,7
2271,3,252.05,756.15,924,71
2272,4,235.45,941.8,925,112
2273,2,232.7,465.4,926,106
2274,4,225.6,902.4,926,56
2275,4,242.82,971.28,926,76
2276,3,242.72,728.16,927,80
2277,6,95.59,573.54,928,47
2278,2,204.33,408.66,928,29
2279,3,103.92,311.76,929,6
2280,4,143.56,574.24,929,27
2281,6,183.74,1102.44,929,78
2282,1,246.86,246.86,930,106
2283,4,123.72,494.88,930,81
2284,5,219.17,1095.85,930,112
2285,5,24.95,124.75,931,53
2286,6,150.53,903.18,931,63
2287,6,41.67,250.02,931,15
2288,5,55.51,277.55,932,32
2289,6,248.28,1489.68,932,12
2290,5,46.88,234.4,932,4
2291,6,193.53,1161.18,932,51
2292,4,114.8,459.2,933,31
2293,1,244.34,244.34,933,106
2294,4,247.67,990.68,933,76
2295,3,44.03,132.09,933,4
2296,2,24.64,49.28,934,20
2297,2,252.24,504.48,934,106
2298,1,198.93,198.93,934,46
2299,2,136.73,273.46,934,77
2300,6,101.18,607.08,935,48
2301,6,238.12,1428.72,936,92
2302,5,31.13,155.65,937,85
2303,5,236.58,1182.9,937,101
2304,2,251.21,502.42,937,58
2305,1,118.96,118.96,937,81
2306,2,185.86,371.72,938,9
2307,5,23.23,116.15,938,20
2308,5,251.34,1256.7,938,28
2309,3,175.05,525.15,938,89
2310,4,261.64,1046.56,939,45
2311,3,148.51,445.53,939,74
2312,6,255.63,1533.78,940,69
2313,6,218.2,1309.2,940,55
2314,6,95.17,571.02,940,103
2315,6,19.78,118.68,940,86
2316,4,85.32,341.28,941,57
2317,3,147.83,443.49,941,37
2318,1,23.52,23.52,941,20
2319,4,58.52,234.08,941,19
2320,5,12.41,62.05,942,36
2321,3,150.33,450.99,942,27
2322,4,112.85,451.4,942,82
2323,2,45.88,91.76,943,44
2324,1,114.52,114.52,943,82
2325,1,60.61,60.61,944,42
2326,4,159.39,637.56,945,24
2327,6,112.29,673.74,946,81
2328,1,137.23,137.23,946,38
2329,2,62.88,125.76,946,96
2330,3,140.24,420.72,946,93
2331,1,58.52,58.52,947,19
2332,2,239.69,479.38,947,69
2333,3,147.14,441.42,947,77
2334,6,19.81,118.86,948,18
2335,6,217.65,1305.9,949,55
2336,4,25.64,102.56,949,97
2337,3,172.83,518.49,949,9
2338,3,58.24,174.72,950,90
2339,1,247.3,247.3,950,62
2340,4,21.09,84.36,950,18
2341,3,6.89,20.67,950,94
2342,2,224.16,448.32,951,108
2343,3,198.98,596.94,951,46
2344,5,247.67,1238.35,951,76
2345,2,52.91,105.82,952,61
2346,6,59.61,357.66,952,90
2347,5,162.93,814.65,953,37
2348,4,198.98,795.92,954,46
2349,5,84.06,420.3,955,7
2350,3,148.13,444.39,955,83
2351,6,169.85,1019.1,955,9
2352,5,116.38,581.9,956,17
2353,4,140.27,561.08,956,74
2354,2,138.3,276.6,956,77
2355,2,26.23,52.46,956,97
2356,6,83.11,498.66,957,91
2357,4,229.57,918.28,957,108
2358,2,19.81,39.62,957,18
2359,4,242.71,970.84,958,92
2360,5,74.58,372.9,958,54
2361,5,159.24,796.2,958,49
2362,5,171.23,856.15,958,33
2363,3,90.46,271.38,959,7
2364,2,23.17,46.34,959,20
2365,6,138.28,829.68,959,8
2366,4,240.81,963.24,960,104
2367,2,42.33,84.66,960,44
2368,4,232.7,930.8,961,106
2369,1,26.35,26.35,961,97
2370,4,246.55,986.2,961,62
2371,3,81.68,245.04,962,68
2372,1,19.81,19.81,962,18
2373,6,12.91,77.46,963,41
2374,6,94.9,569.4,963,57
2375,2,53.47,106.94,963,114
2376,6,110.24,661.44,963,17
2377,6,144.14,864.84,964,49
2378,6,12.93,77.58,964,36
2379,5,100.68,503.4,964,6
2380,3,13.81,41.43,965,21
2381,1,150.9,150.9,966,37
2382,3,247.67,743.01,966,76
2383,5,41.81,209.05,967,15
2384,1,149.94,149.94,967,60
2385,5,248.59,1242.95,967,58
2386,3,13.51,40.53,967,21
2387,4,71.03,284.12,968,59
2388,4,253.27,1013.08,969,71
2389,6,203.19,1219.14,969,79
2390,4,196.06,784.24,969,73
2391,2,206.82,413.64,970,29
2392,6,247.3,1483.8,970,62
2393,2,148.6,297.2,971,37
2394,4,183.85,735.4,972,111
2395,1,103.88,103.88,973,22
2396,6,75.4,452.4,973,68
2397,2,180.94,361.88,973,75
2398,1,45.3,45.3,974,11
2399,1,201.8,201.8,974,70
2400,3,167.88,503.64,974,87
2401,2,13.16,26.32,974,41
2402,3,119.37,358.11,975,17
2403,5,174.32,871.6,976,33
2404,4,191.23,764.92,977,111
2405,2,106.02,212.04,978,65
2406,5,75.1,375.5,978,59
2407,1,55.59,55.59,979,61
2408,6,52.47,314.82,979,113
2409,5,19.94,99.7,979,52
2410,4,52.15,208.6,979,32
2411,2,6.28,12.56,980,94
2412,4,187.11,748.44,981,10
2413,6,213.6,1281.6,981,70
2414,4,143.56,574.24,982,27
2415,5,13.16,65.8,983,41
2416,1,157.61,157.61,983,83
2417,6,24.95,149.7,984,53
2418,1,33.22,33.22,984,85
2419,3,179.27,537.81,984,107
2420,5,103.9,519.5,984,22
2421,1,205.33,205.33,985,95
2422,6,194.02,1164.12,985,73
2423,3,25.18,75.54,986,20
2424,5,211.57,1057.85,986,112
2425,1,43.81,43.81,986,40
2426,2,154.64,309.28,986,49
2427,6,42.18,253.08,987,11
2428,1,116.32,116.32,987,81
2429,4,42.96,171.84,987,4
2430,4,150.98,603.92,988,37
2431,4,148.49,593.96,988,49
2432,5,97.36,486.8,989,48
2433,5,244.53,1222.65,990,76
2434,5,103.9,519.5,990,22
2435,3,208.39,625.17,990,34
2436,5,118.38,591.9,991,81
2437,5,19.98,99.9,991,18
2438,1,170.13,170.13,991,3
2439,2,171.39,342.78,992,98
2440,6,130.87,785.22,992,50
2441,6,170.73,1024.38,992,26
2442,4,220.36,881.44,993,104
2443,3,109.18,327.54,994,48
2444,3,80.99,242.97,994,91
2445,6,21.28,127.68,995,18
2446,1,208.67,208.67,995,55
2447,1,244.34,244.34,996,106
2448,5,183.54,917.7,997,51
2449,3,246.14,738.42,997,23
2450,5,237.1,1185.5,997,88
2451,4,159.24,636.96,998,49
2452,6,225.6,1353.6,999,56
2453,1,184.54,184.54,999,78
2454,4,166.52,666.08,1000,98
2455,2,134.54,269.08,1001,109
2456,1,132.28,132.28,1002,25
2457,3,208.94,626.82,1002,55
2458,2,27.65,55.3,1002,97
2459,2,257,514,1002,45
2460,5,245.55,1227.75,1003,45
2461,2,58.74,117.48,1003,5
2462,5,77.46,387.3,1003,59
2463,4,125.76,503.04,1003,82
2464,3,114.8,344.4,1004,31
2465,6,41.55,249.3,1005,44
2466,2,30.46,60.92,1005,66
2467,6,87.78,526.68,1006,91
2468,2,247.6,495.2,1006,45
2469,5,251.78,1258.9,1006,92
2470,3,126.6,379.8,1006,93
2471,2,38.7,77.4,1007,15
2472,6,237.41,1424.46,1007,23
2473,3,156.39,469.17,1007,24
2474,6,141.74,850.44,1008,8
2475,1,143.52,143.52,1008,74
2476,3,118.04,354.12,1008,2
2477,3,91.2,273.6,1008,57
2478,2,147.35,294.7,1009,60
2479,3,113.45,340.35,1009,31
2480,4,221.8,887.2,1009,108
2481,5,4.39,21.95,1010,43
2482,2,188.86,377.72,1010,78
2483,1,132.77,132.77,1010,109
2484,3,250.11,750.33,1010,69
2485,6,198.98,1193.88,1011,46
2486,1,44.93,44.93,1012,4
2487,3,75.1,225.3,1012,59
2488,2,257.8,515.6,1013,23
2489,1,44.93,44.93,1014,4
2490,5,203.45,1017.25,1014,99
2491,5,153.31,766.55,1014,83
2492,1,260.71,260.71,1014,76
2493,2,129.36,258.72,1015,38
2494,5,181.92,909.6,1015,26
2495,4,239.78,959.12,1015,101
2496,5,235.21,1176.05,1015,28
2497,3,182.06,546.18,1016,1
2498,3,42.96,128.88,1016,4
2499,1,116.32,116.32,1016,81
2500,1,184.41,184.41,1017,9
2501,5,140.91,704.55,1017,38
2502,2,211.3,422.6,1017,73
2503,3,256.47,769.41,1018,12
2504,6,167.88,1007.28,1018,87
2505,5,116.38,581.9,1018,17
2506,3,136.4,409.2,1019,8
2507,5,161.21,806.05,1019,24
2508,2,20.94,41.88,1019,52
2509,6,177.39,1064.34,1020,98
